Strain	Condition	Trait	Value
CB4856	arsenic1	mean.norm.EXT	-0.291540662173995
CB4856	arsenic1	mean.norm.EXT	-0.174896222034786
CB4856	arsenic1	mean.norm.EXT	0.258789638184555
CB4856	arsenic1	mean.norm.EXT	0.00867272370430872
CB4856	arsenic1	mean.norm.EXT	-0.0558737406693566
CB4856	arsenic1	mean.norm.EXT	-0.170526606282728
CB4856	arsenic1	mean.norm.EXT	-0.128073534159951
CB4856	arsenic1	mean.norm.EXT	-0.0548561098151175
CB4856	arsenic1	mean.norm.EXT	-0.162912690188715
CB4856	arsenic1	mean.norm.EXT	-0.24367494608361
CB4856	arsenic1	mean.norm.EXT	-0.387103086548395
CB4856	arsenic1	mean.norm.EXT	-0.308577609024264
CB4856	arsenic1	mean.norm.EXT	-0.258422443518164
CB4856	arsenic1	mean.norm.EXT	-0.0359499688570271
CB4856	arsenic1	mean.norm.EXT	-0.154264865391974
CB4856	arsenic1	mean.norm.EXT	-0.154389072013475
CB4856	arsenic1	mean.norm.EXT	0.112956813999139
CB4856	arsenic1	mean.norm.EXT	-0.95702788872681
CB4856	arsenic1	mean.norm.EXT	-0.0201284470310714
CB4856	arsenic1	mean.norm.EXT	0.150483372362226
DL238	arsenic1	mean.norm.EXT	-0.147350118905758
DL238	arsenic1	mean.norm.EXT	0.217945582709103
DL238	arsenic1	mean.norm.EXT	-0.306503645080262
DL238	arsenic1	mean.norm.EXT	-0.00935540883055674
DL238	arsenic1	mean.norm.EXT	0.0191048521850274
DL238	arsenic1	mean.norm.EXT	0.451323302724441
DL238	arsenic1	mean.norm.EXT	-0.313838444032356
DL238	arsenic1	mean.norm.EXT	-0.27778501612232
DL238	arsenic1	mean.norm.EXT	-0.138269482578464
DL238	arsenic1	mean.norm.EXT	-0.0495217394443102
DL238	arsenic1	mean.norm.EXT	-0.29817882088253
DL238	arsenic1	mean.norm.EXT	0.0367706444461908
DL238	arsenic1	mean.norm.EXT	-0.0895699002306114
DL238	arsenic1	mean.norm.EXT	0.239978870051733
DL238	arsenic1	mean.norm.EXT	0.0299558078588955
DL238	arsenic1	mean.norm.EXT	-0.0227936615670536
DL238	arsenic1	mean.norm.EXT	0.122854818974431
DL238	arsenic1	mean.norm.EXT	0.117100753451928
DL238	arsenic1	mean.norm.EXT	-0.335984648536368
JU775	arsenic1	mean.norm.EXT	-0.443994001931308
JU775	arsenic1	mean.norm.EXT	-0.251931549431657
JU775	arsenic1	mean.norm.EXT	-0.228001518889723
JU775	arsenic1	mean.norm.EXT	-0.187843692460697
JU775	arsenic1	mean.norm.EXT	-0.115097280619863
JU775	arsenic1	mean.norm.EXT	-0.719674446393094
JU775	arsenic1	mean.norm.EXT	-0.113190066374318
JU775	arsenic1	mean.norm.EXT	-0.32112956354
JU775	arsenic1	mean.norm.EXT	-0.342836425287073
JU775	arsenic1	mean.norm.EXT	-0.456123430580563
JU775	arsenic1	mean.norm.EXT	-0.306111631309181
JU775	arsenic1	mean.norm.EXT	-0.141663875546054
JU775	arsenic1	mean.norm.EXT	-0.258223042644564
JU775	arsenic1	mean.norm.EXT	-0.215460440553455
JU775	arsenic1	mean.norm.EXT	-0.321541345184355
JU775	arsenic1	mean.norm.EXT	-0.221188912399826
JU775	arsenic1	mean.norm.EXT	-0.34529807208068
JU775	arsenic1	mean.norm.EXT	-0.288356323096117
JU775	arsenic1	mean.norm.EXT	-0.201582473005741
N2	arsenic1	mean.norm.EXT	-0.15064487226904
N2	arsenic1	mean.norm.EXT	-0.318107745721407
N2	arsenic1	mean.norm.EXT	-0.421384870859089
N2	arsenic1	mean.norm.EXT	-0.135365906373025
N2	arsenic1	mean.norm.EXT	-0.426442610780259
N2	arsenic1	mean.norm.EXT	-0.126390807364322
N2	arsenic1	mean.norm.EXT	-0.153939976469237
N2	arsenic1	mean.norm.EXT	-0.231500177682172
N2	arsenic1	mean.norm.EXT	-0.184209730385235
N2	arsenic1	mean.norm.EXT	0.00997446202587859
N2	arsenic1	mean.norm.EXT	-0.253362940623278
N2	arsenic1	mean.norm.EXT	-0.206380329836469
N2	arsenic1	mean.norm.EXT	0.076641912803102
N2	arsenic1	mean.norm.EXT	-0.169326711862298
N2	arsenic1	mean.norm.EXT	-0.399445229133324
N2	arsenic1	mean.norm.EXT	-0.434835632318203
N2	arsenic1	mean.norm.EXT	-0.191196723190813
N2	arsenic1	mean.norm.EXT	0.173396434604121
N2	arsenic1	mean.norm.EXT	-0.22705127647744
N2	arsenic1	mean.norm.EXT	-0.628968118918955
CB4856	arsenic1	mean.norm.yellow	-0.04017870112801
CB4856	arsenic1	mean.norm.yellow	-0.0277742975426349
CB4856	arsenic1	mean.norm.yellow	0.00473048869250564
CB4856	arsenic1	mean.norm.yellow	-0.00527033289411655
CB4856	arsenic1	mean.norm.yellow	-0.0114052863248682
CB4856	arsenic1	mean.norm.yellow	-0.0264807052050473
CB4856	arsenic1	mean.norm.yellow	-0.0143946485538367
CB4856	arsenic1	mean.norm.yellow	-0.00291010112470297
CB4856	arsenic1	mean.norm.yellow	-0.032204599000035
CB4856	arsenic1	mean.norm.yellow	-0.0383284361140759
CB4856	arsenic1	mean.norm.yellow	-0.0509991576115423
CB4856	arsenic1	mean.norm.yellow	-0.0446936126277007
CB4856	arsenic1	mean.norm.yellow	-0.0374779240685408
CB4856	arsenic1	mean.norm.yellow	-0.0114120973865672
CB4856	arsenic1	mean.norm.yellow	-0.0280666534540233
CB4856	arsenic1	mean.norm.yellow	-0.0225381070165581
CB4856	arsenic1	mean.norm.yellow	-0.00337086835493164
CB4856	arsenic1	mean.norm.yellow	0.00376050420064269
CB4856	arsenic1	mean.norm.yellow	-0.00633243108177833
CB4856	arsenic1	mean.norm.yellow	0.0086963012136736
DL238	arsenic1	mean.norm.yellow	-0.0600021101737292
DL238	arsenic1	mean.norm.yellow	0.0270046766780297
DL238	arsenic1	mean.norm.yellow	-0.0587603789271486
DL238	arsenic1	mean.norm.yellow	-0.0130868996018149
DL238	arsenic1	mean.norm.yellow	-0.0152783420866544
DL238	arsenic1	mean.norm.yellow	0.0431855787077456
DL238	arsenic1	mean.norm.yellow	-0.04994249870141
DL238	arsenic1	mean.norm.yellow	-0.0549797568729994
DL238	arsenic1	mean.norm.yellow	-0.0395940532111889
DL238	arsenic1	mean.norm.yellow	-0.0239884416664214
DL238	arsenic1	mean.norm.yellow	-0.0539177735805256
DL238	arsenic1	mean.norm.yellow	-0.0247069456432286
DL238	arsenic1	mean.norm.yellow	-0.0289948790662936
DL238	arsenic1	mean.norm.yellow	-0.000241267640596232
DL238	arsenic1	mean.norm.yellow	-0.0251950239614863
DL238	arsenic1	mean.norm.yellow	-0.0238567057491282
DL238	arsenic1	mean.norm.yellow	-0.0144685124031609
DL238	arsenic1	mean.norm.yellow	-0.0077188224388495
DL238	arsenic1	mean.norm.yellow	-0.0570349161256891
JU775	arsenic1	mean.norm.yellow	-0.0503468867272975
JU775	arsenic1	mean.norm.yellow	-0.049189626367014
JU775	arsenic1	mean.norm.yellow	-0.0308230291467843
JU775	arsenic1	mean.norm.yellow	-0.0402407463954917
JU775	arsenic1	mean.norm.yellow	-0.0319722981568453
JU775	arsenic1	mean.norm.yellow	-0.0441777816141015
JU775	arsenic1	mean.norm.yellow	-0.00324667683877286
JU775	arsenic1	mean.norm.yellow	-0.0612738161942076
JU775	arsenic1	mean.norm.yellow	-0.0501557210576443
JU775	arsenic1	mean.norm.yellow	-0.00772624943270661
JU775	arsenic1	mean.norm.yellow	-0.0336122178238246
JU775	arsenic1	mean.norm.yellow	-0.0281167529084243
JU775	arsenic1	mean.norm.yellow	-0.0201201251130124
JU775	arsenic1	mean.norm.yellow	-0.033202024676755
JU775	arsenic1	mean.norm.yellow	-0.0364091340076887
JU775	arsenic1	mean.norm.yellow	-0.0415075333995362
JU775	arsenic1	mean.norm.yellow	-0.032251067152838
JU775	arsenic1	mean.norm.yellow	-0.0306766365103632
JU775	arsenic1	mean.norm.yellow	-0.0268968405819048
N2	arsenic1	mean.norm.yellow	-0.0305729886183035
N2	arsenic1	mean.norm.yellow	-0.031404964190826
N2	arsenic1	mean.norm.yellow	-0.0311962056113996
N2	arsenic1	mean.norm.yellow	-0.0104536931783928
N2	arsenic1	mean.norm.yellow	-0.0486999071839014
N2	arsenic1	mean.norm.yellow	-0.0111442171486773
N2	arsenic1	mean.norm.yellow	-0.00870121181858467
N2	arsenic1	mean.norm.yellow	-0.00874993990636826
N2	arsenic1	mean.norm.yellow	-0.0312235817584977
N2	arsenic1	mean.norm.yellow	-0.0105390594630182
N2	arsenic1	mean.norm.yellow	-0.0241423436962322
N2	arsenic1	mean.norm.yellow	-0.0182721907231019
N2	arsenic1	mean.norm.yellow	-0.00724280066467101
N2	arsenic1	mean.norm.yellow	-0.0184859818636085
N2	arsenic1	mean.norm.yellow	-0.0245136710422441
N2	arsenic1	mean.norm.yellow	-0.0393615141507389
N2	arsenic1	mean.norm.yellow	-0.0309531900598003
N2	arsenic1	mean.norm.yellow	0.0169418413761052
N2	arsenic1	mean.norm.yellow	-0.0143336243332327
N2	arsenic1	mean.norm.yellow	-0.0302573137956983
CB4856	arsenic1	mean.TOF	-37.0071056124572
CB4856	arsenic1	mean.TOF	-32.6164849717795
CB4856	arsenic1	mean.TOF	-13.310548494738
CB4856	arsenic1	mean.TOF	-28.5293742783972
CB4856	arsenic1	mean.TOF	-23.0887499037724
CB4856	arsenic1	mean.TOF	-35.2560242348515
CB4856	arsenic1	mean.TOF	-4.540744296534
CB4856	arsenic1	mean.TOF	-14.5999654426195
CB4856	arsenic1	mean.TOF	-38.3839474161529
CB4856	arsenic1	mean.TOF	-60.6259765319868
CB4856	arsenic1	mean.TOF	-50.9715346755
CB4856	arsenic1	mean.TOF	-51.9169702601108
CB4856	arsenic1	mean.TOF	-54.6297273473814
CB4856	arsenic1	mean.TOF	-28.3735161672572
CB4856	arsenic1	mean.TOF	-42.8576494253035
CB4856	arsenic1	mean.TOF	-32.590415939365
CB4856	arsenic1	mean.TOF	-24.3482987759529
CB4856	arsenic1	mean.TOF	-72.1273463950005
CB4856	arsenic1	mean.TOF	-28.5013489690031
CB4856	arsenic1	mean.TOF	-13.5492369422642
DL238	arsenic1	mean.TOF	-80.0925601565212
DL238	arsenic1	mean.TOF	-36.3441496206447
DL238	arsenic1	mean.TOF	-59.4913357678308
DL238	arsenic1	mean.TOF	-50.7095740512865
DL238	arsenic1	mean.TOF	-49.9199071964022
DL238	arsenic1	mean.TOF	-21.8268162873113
DL238	arsenic1	mean.TOF	-48.4132553117016
DL238	arsenic1	mean.TOF	-79.2387955619227
DL238	arsenic1	mean.TOF	-43.7737792502743
DL238	arsenic1	mean.TOF	-48.0006640030474
DL238	arsenic1	mean.TOF	-52.1053436504954
DL238	arsenic1	mean.TOF	-80.9487473217941
DL238	arsenic1	mean.TOF	-50.0398341444542
DL238	arsenic1	mean.TOF	-41.8296568670215
DL238	arsenic1	mean.TOF	-44.5437833202784
DL238	arsenic1	mean.TOF	-64.3712814035904
DL238	arsenic1	mean.TOF	-67.2779643017518
DL238	arsenic1	mean.TOF	-54.1501197698984
DL238	arsenic1	mean.TOF	-58.9432487197438
JU775	arsenic1	mean.TOF	-98.065183098658
JU775	arsenic1	mean.TOF	-56.710030224145
JU775	arsenic1	mean.TOF	-32.5525934850892
JU775	arsenic1	mean.TOF	-78.2299117808286
JU775	arsenic1	mean.TOF	-60.4766755348739
JU775	arsenic1	mean.TOF	-175.003721304638
JU775	arsenic1	mean.TOF	-14.5997948217642
JU775	arsenic1	mean.TOF	-77.8965784474952
JU775	arsenic1	mean.TOF	-76.1465784474952
JU775	arsenic1	mean.TOF	-103.670387971305
JU775	arsenic1	mean.TOF	-38.246873432746
JU775	arsenic1	mean.TOF	-75.1562871853593
JU775	arsenic1	mean.TOF	-73.6273476782644
JU775	arsenic1	mean.TOF	-64.9198342614487
JU775	arsenic1	mean.TOF	-27.2092416328738
JU775	arsenic1	mean.TOF	-72.8943660581147
JU775	arsenic1	mean.TOF	-75.4963321420765
JU775	arsenic1	mean.TOF	-60.4322927332095
JU775	arsenic1	mean.TOF	-45.8509262735822
N2	arsenic1	mean.TOF	-79.1250530662915
N2	arsenic1	mean.TOF	-82.595713588565
N2	arsenic1	mean.TOF	-79.9881867068445
N2	arsenic1	mean.TOF	-46.5949778783216
N2	arsenic1	mean.TOF	-104.588545129784
N2	arsenic1	mean.TOF	-55.4321265753068
N2	arsenic1	mean.TOF	-66.0662739599353
N2	arsenic1	mean.TOF	-48.5990556402941
N2	arsenic1	mean.TOF	-74.6320439477505
N2	arsenic1	mean.TOF	-70.1791884046374
N2	arsenic1	mean.TOF	-57.8246562408947
N2	arsenic1	mean.TOF	-32.0481410893796
N2	arsenic1	mean.TOF	-74.0178380590765
N2	arsenic1	mean.TOF	-93.5972842059384
N2	arsenic1	mean.TOF	-79.4456879869265
N2	arsenic1	mean.TOF	-72.8472256853392
N2	arsenic1	mean.TOF	-77.0121325397191
N2	arsenic1	mean.TOF	-56.0684092734032
N2	arsenic1	mean.TOF	-62.7003022357268
N2	arsenic1	mean.TOF	-69.8107673520058
CB4856	arsenic1	norm.n	40.219298245614
CB4856	arsenic1	norm.n	40.8859649122807
CB4856	arsenic1	norm.n	-65.1140350877193
CB4856	arsenic1	norm.n	-19.780701754386
CB4856	arsenic1	norm.n	19.219298245614
CB4856	arsenic1	norm.n	11.8859649122807
CB4856	arsenic1	norm.n	30.219298245614
CB4856	arsenic1	norm.n	-51.4473684210526
CB4856	arsenic1	norm.n	44.8859649122807
CB4856	arsenic1	norm.n	-34.4473684210526
CB4856	arsenic1	norm.n	8.21929824561404
CB4856	arsenic1	norm.n	-21.780701754386
CB4856	arsenic1	norm.n	41.8859649122807
CB4856	arsenic1	norm.n	-0.114035087719301
CB4856	arsenic1	norm.n	-70.780701754386
CB4856	arsenic1	norm.n	-14.780701754386
CB4856	arsenic1	norm.n	67.5526315789474
CB4856	arsenic1	norm.n	-92.4473684210526
CB4856	arsenic1	norm.n	-21.1140350877193
CB4856	arsenic1	norm.n	-40.4473684210526
DL238	arsenic1	norm.n	-10.7105263157895
DL238	arsenic1	norm.n	-129.043859649123
DL238	arsenic1	norm.n	-94.5438596491228
DL238	arsenic1	norm.n	-25.7105263157895
DL238	arsenic1	norm.n	-12.0438596491228
DL238	arsenic1	norm.n	-49.7105263157895
DL238	arsenic1	norm.n	-105.710526315789
DL238	arsenic1	norm.n	-68.7105263157895
DL238	arsenic1	norm.n	1.95614035087721
DL238	arsenic1	norm.n	-1.71052631578945
DL238	arsenic1	norm.n	-66.0438596491228
DL238	arsenic1	norm.n	-84.7105263157895
DL238	arsenic1	norm.n	16.2894736842105
DL238	arsenic1	norm.n	-87.0438596491228
DL238	arsenic1	norm.n	-72.3771929824561
DL238	arsenic1	norm.n	-47.0438596491228
DL238	arsenic1	norm.n	-40.7105263157895
DL238	arsenic1	norm.n	-66.0438596491228
DL238	arsenic1	norm.n	-83.7105263157895
JU775	arsenic1	norm.n	-86.6491228070175
JU775	arsenic1	norm.n	-49.6491228070175
JU775	arsenic1	norm.n	-26.6491228070175
JU775	arsenic1	norm.n	-79.3157894736842
JU775	arsenic1	norm.n	-80.9824561403509
JU775	arsenic1	norm.n	-111.815789473684
JU775	arsenic1	norm.n	-1.31578947368421
JU775	arsenic1	norm.n	-19.3157894736842
JU775	arsenic1	norm.n	-43.3157894736842
JU775	arsenic1	norm.n	-94.3157894736842
JU775	arsenic1	norm.n	-2.31578947368421
JU775	arsenic1	norm.n	-80.9824561403509
JU775	arsenic1	norm.n	-80.6491228070175
JU775	arsenic1	norm.n	-57.9824561403509
JU775	arsenic1	norm.n	12.3508771929825
JU775	arsenic1	norm.n	-39.9824561403509
JU775	arsenic1	norm.n	-47.6491228070175
JU775	arsenic1	norm.n	-77.9824561403509
JU775	arsenic1	norm.n	-38.6491228070175
N2	arsenic1	norm.n	-23.9166666666667
N2	arsenic1	norm.n	-62.9166666666667
N2	arsenic1	norm.n	-31.9166666666667
N2	arsenic1	norm.n	-30.5833333333333
N2	arsenic1	norm.n	-63.9166666666667
N2	arsenic1	norm.n	-59.5833333333333
N2	arsenic1	norm.n	-18.25
N2	arsenic1	norm.n	-19.9166666666667
N2	arsenic1	norm.n	-15.5833333333333
N2	arsenic1	norm.n	-49.5833333333333
N2	arsenic1	norm.n	-45.9166666666667
N2	arsenic1	norm.n	-27.9166666666667
N2	arsenic1	norm.n	-27.9166666666667
N2	arsenic1	norm.n	-34.5833333333333
N2	arsenic1	norm.n	-30.9166666666667
N2	arsenic1	norm.n	-29.9166666666667
N2	arsenic1	norm.n	3.75
N2	arsenic1	norm.n	-17.5833333333333
N2	arsenic1	norm.n	-36.5833333333333
N2	arsenic1	norm.n	-62.25
CB4856	arsenic1	PC1	0.295243936808427
CB4856	arsenic1	PC1	1.01668465197252
CB4856	arsenic1	PC1	2.61823894976834
CB4856	arsenic1	PC1	1.71173693112838
CB4856	arsenic1	PC1	1.79281925542937
CB4856	arsenic1	PC1	0.78981000361975
CB4856	arsenic1	PC1	2.01365246804282
CB4856	arsenic1	PC1	1.67634588056765
CB4856	arsenic1	PC1	0.838860974203389
CB4856	arsenic1	PC1	-0.597873482452452
CB4856	arsenic1	PC1	-0.770458905974344
CB4856	arsenic1	PC1	-0.646282699696792
CB4856	arsenic1	PC1	0.0784038895842631
CB4856	arsenic1	PC1	1.58700471060126
CB4856	arsenic1	PC1	0.0170850739994741
CB4856	arsenic1	PC1	0.794069941345982
CB4856	arsenic1	PC1	2.76732636013601
CB4856	arsenic1	PC1	-2.0693116434619
CB4856	arsenic1	PC1	1.60019370334959
CB4856	arsenic1	PC1	2.6125959142619
DL238	arsenic1	PC1	-1.1476897120437
DL238	arsenic1	PC1	2.10508312194094
DL238	arsenic1	PC1	-1.70030330743268
DL238	arsenic1	PC1	0.938027252548896
DL238	arsenic1	PC1	1.07454462623184
DL238	arsenic1	PC1	4.02830844120866
DL238	arsenic1	PC1	-1.33556032708074
DL238	arsenic1	PC1	-1.76946731050576
DL238	arsenic1	PC1	0.28128978177991
DL238	arsenic1	PC1	0.791382501555674
DL238	arsenic1	PC1	-1.18415012381062
DL238	arsenic1	PC1	-0.331602731006395
DL238	arsenic1	PC1	0.647348737934793
DL238	arsenic1	PC1	1.65874740534423
DL238	arsenic1	PC1	0.523231434609481
DL238	arsenic1	PC1	0.173486485719323
DL238	arsenic1	PC1	0.776504036360332
DL238	arsenic1	PC1	1.03307263542864
DL238	arsenic1	PC1	-1.64167264751337
JU775	arsenic1	PC1	-2.62888477950025
JU775	arsenic1	PC1	-0.922547232639898
JU775	arsenic1	PC1	0.304089679029492
JU775	arsenic1	PC1	-1.2152119406106
JU775	arsenic1	PC1	-0.439499072204836
JU775	arsenic1	PC1	-5.05639499566248
JU775	arsenic1	PC1	1.8846144601141
JU775	arsenic1	PC1	-1.64984217396604
JU775	arsenic1	PC1	-1.56215398390909
JU775	arsenic1	PC1	-1.75423483022572
JU775	arsenic1	PC1	0.0839259701636066
JU775	arsenic1	PC1	-0.731037549930446
JU775	arsenic1	PC1	-0.796335314467509
JU775	arsenic1	PC1	-0.660659995976189
JU775	arsenic1	PC1	0.321230526187892
JU775	arsenic1	PC1	-0.928457727491097
JU775	arsenic1	PC1	-1.13047435819101
JU775	arsenic1	PC1	-0.836367321238001
JU775	arsenic1	PC1	0.0945903859604753
N2	arsenic1	PC1	-0.483220574613705
N2	arsenic1	PC1	-1.30521222058252
N2	arsenic1	PC1	-1.28461104194624
N2	arsenic1	PC1	0.729523686021553
N2	arsenic1	PC1	-2.5159109043352
N2	arsenic1	PC1	0.328965188167302
N2	arsenic1	PC1	0.391660766072243
N2	arsenic1	PC1	0.556453671778185
N2	arsenic1	PC1	-0.428115394577631
N2	arsenic1	PC1	0.452800721286402
N2	arsenic1	PC1	-0.285403247611112
N2	arsenic1	PC1	0.681822672922379
N2	arsenic1	PC1	0.786880281017048
N2	arsenic1	PC1	-0.618632638164342
N2	arsenic1	PC1	-1.03791744773437
N2	arsenic1	PC1	-1.35714034978022
N2	arsenic1	PC1	-0.348988503631051
N2	arsenic1	PC1	2.12326728126957
N2	arsenic1	PC1	-0.00449732694228544
N2	arsenic1	PC1	-1.8048005785615
CB4856	arsenic1	PC2	2.23094997971725
CB4856	arsenic1	PC2	1.86266274684798
CB4856	arsenic1	PC2	-1.34651991869244
CB4856	arsenic1	PC2	-0.0566275218220409
CB4856	arsenic1	PC2	1.00044771456251
CB4856	arsenic1	PC2	1.21758839354946
CB4856	arsenic1	PC2	1.55859857747938
CB4856	arsenic1	PC2	-0.537259837510343
CB4856	arsenic1	PC2	1.97505055858866
CB4856	arsenic1	PC2	0.39588789417646
CB4856	arsenic1	PC2	1.81260443562357
CB4856	arsenic1	PC2	0.96052068357313
CB4856	arsenic1	PC2	1.98973207196568
CB4856	arsenic1	PC2	0.535843309490472
CB4856	arsenic1	PC2	-0.504322888750497
CB4856	arsenic1	PC2	0.596397706903937
CB4856	arsenic1	PC2	1.57629810387777
CB4856	arsenic1	PC2	-1.01939658761079
CB4856	arsenic1	PC2	-0.0246498987562542
CB4856	arsenic1	PC2	-0.816328806241786
DL238	arsenic1	PC2	1.07118402839027
DL238	arsenic1	PC2	-3.32819902492045
DL238	arsenic1	PC2	-0.255817748520684
DL238	arsenic1	PC2	-0.191675488164205
DL238	arsenic1	PC2	0.108533049616391
DL238	arsenic1	PC2	-2.23782546871291
DL238	arsenic1	PC2	-0.567469595587841
DL238	arsenic1	PC2	-0.0510663381936224
DL238	arsenic1	PC2	1.19968433447283
DL238	arsenic1	PC2	0.618166751464108
DL238	arsenic1	PC2	0.268711933984103
DL238	arsenic1	PC2	-1.46217815265528
DL238	arsenic1	PC2	1.12380903434008
DL238	arsenic1	PC2	-1.93105885732682
DL238	arsenic1	PC2	-0.836712441855796
DL238	arsenic1	PC2	-0.490209373286561
DL238	arsenic1	PC2	-0.780400439194392
DL238	arsenic1	PC2	-1.31115489434964
DL238	arsenic1	PC2	-0.037488284424488
JU775	arsenic1	PC2	-0.508745794235831
JU775	arsenic1	PC2	0.389579537273512
JU775	arsenic1	PC2	0.636459340314903
JU775	arsenic1	PC2	-0.702195707152059
JU775	arsenic1	PC2	-0.83859904117817
JU775	arsenic1	PC2	-1.58960920388837
JU775	arsenic1	PC2	0.548873394851106
JU775	arsenic1	PC2	1.15376351814645
JU775	arsenic1	PC2	0.455652610423883
JU775	arsenic1	PC2	-1.69130710181727
JU775	arsenic1	PC2	1.22722443030223
JU775	arsenic1	PC2	-1.04086136322239
JU775	arsenic1	PC2	-1.06698996652817
JU775	arsenic1	PC2	-0.272288313535258
JU775	arsenic1	PC2	1.71403841478487
JU775	arsenic1	PC2	0.211003038394262
JU775	arsenic1	PC2	-0.0371150728117441
JU775	arsenic1	PC2	-0.603541465109138
JU775	arsenic1	PC2	0.142017406350053
N2	arsenic1	PC2	0.136846666801474
N2	arsenic1	PC2	-0.465997105762374
N2	arsenic1	PC2	0.300818379165827
N2	arsenic1	PC2	-0.161845491001367
N2	arsenic1	PC2	-0.173896038399644
N2	arsenic1	PC2	-0.827286662927138
N2	arsenic1	PC2	-0.123520370608711
N2	arsenic1	PC2	0.10711528465722
N2	arsenic1	PC2	0.403455652077642
N2	arsenic1	PC2	-0.945575233475772
N2	arsenic1	PC2	-0.124784255793846
N2	arsenic1	PC2	0.299643114736223
N2	arsenic1	PC2	-0.701908271499837
N2	arsenic1	PC2	-0.478178426119125
N2	arsenic1	PC2	0.145615053630849
N2	arsenic1	PC2	0.616287542796648
N2	arsenic1	PC2	0.771382673980627
N2	arsenic1	PC2	-0.991746281925718
N2	arsenic1	PC2	-0.242987480489791
N2	arsenic1	PC2	0.012892846746736
CB4856	arsenic1	PC3	-0.132862010532679
CB4856	arsenic1	PC3	-0.29286198081794
CB4856	arsenic1	PC3	0.801982493140855
CB4856	arsenic1	PC3	-0.0287282534694227
CB4856	arsenic1	PC3	-0.245032746724486
CB4856	arsenic1	PC3	-0.0643545539286265
CB4856	arsenic1	PC3	-0.0320063602257741
CB4856	arsenic1	PC3	0.394269596152782
CB4856	arsenic1	PC3	-0.275460639151526
CB4856	arsenic1	PC3	0.249936367193045
CB4856	arsenic1	PC3	0.168426887668401
CB4856	arsenic1	PC3	0.387033044658862
CB4856	arsenic1	PC3	-0.517660771966145
CB4856	arsenic1	PC3	-0.102260737971902
CB4856	arsenic1	PC3	0.769169746183068
CB4856	arsenic1	PC3	0.166830366675899
CB4856	arsenic1	PC3	-0.797567708523885
CB4856	arsenic1	PC3	-1.87405129021507
CB4856	arsenic1	PC3	-0.0232498120181481
CB4856	arsenic1	PC3	0.226415792844097
DL238	arsenic1	PC3	0.511886162661907
DL238	arsenic1	PC3	0.252016631456836
DL238	arsenic1	PC3	1.51177570317505
DL238	arsenic1	PC3	-0.142142111717587
DL238	arsenic1	PC3	-0.157039878617124
DL238	arsenic1	PC3	-0.515939636444865
DL238	arsenic1	PC3	1.53037429830758
DL238	arsenic1	PC3	0.782242335964477
DL238	arsenic1	PC3	0.377161420872827
DL238	arsenic1	PC3	-0.047837355210272
DL238	arsenic1	PC3	1.19027083966571
DL238	arsenic1	PC3	0.398640354560818
DL238	arsenic1	PC3	-0.175186630890067
DL238	arsenic1	PC3	0.647020005236149
DL238	arsenic1	PC3	0.947918129301416
DL238	arsenic1	PC3	0.176532780195262
DL238	arsenic1	PC3	-0.0334641991337004
DL238	arsenic1	PC3	0.248946566952369
DL238	arsenic1	PC3	1.30011148855886
JU775	arsenic1	PC3	0.209197816101016
JU775	arsenic1	PC3	0.840364575752394
JU775	arsenic1	PC3	0.459506434978867
JU775	arsenic1	PC3	0.560906393612885
JU775	arsenic1	PC3	0.745078148997622
JU775	arsenic1	PC3	-1.59032343917723
JU775	arsenic1	PC3	-0.229409414089731
JU775	arsenic1	PC3	0.415716703937463
JU775	arsenic1	PC3	0.299823721417237
JU775	arsenic1	PC3	-1.26647787257439
JU775	arsenic1	PC3	0.0610262141712374
JU775	arsenic1	PC3	0.300396287460474
JU775	arsenic1	PC3	-0.12728313076441
JU775	arsenic1	PC3	0.296827707693441
JU775	arsenic1	PC3	0.177340838500808
JU775	arsenic1	PC3	0.224114436417839
JU775	arsenic1	PC3	-0.248000271934197
JU775	arsenic1	PC3	0.397453504901899
JU775	arsenic1	PC3	0.251473177153765
N2	arsenic1	PC3	-0.323316221346171
N2	arsenic1	PC3	-0.200355894332217
N2	arsenic1	PC3	-0.657179184922546
N2	arsenic1	PC3	-0.299513911038137
N2	arsenic1	PC3	-0.186417790390375
N2	arsenic1	PC3	-0.112235393560032
N2	arsenic1	PC3	-0.88361354892756
N2	arsenic1	PC3	-0.660871153589454
N2	arsenic1	PC3	-0.360893836074134
N2	arsenic1	PC3	-0.30101555178498
N2	arsenic1	PC3	-0.0666493623802522
N2	arsenic1	PC3	0.0939047743962137
N2	arsenic1	PC3	-0.613492182408365
N2	arsenic1	PC3	-0.913370680761836
N2	arsenic1	PC3	-0.848508141761741
N2	arsenic1	PC3	-0.292153542975018
N2	arsenic1	PC3	-0.63479641571415
N2	arsenic1	PC3	-1.05404509354543
N2	arsenic1	PC3	-0.547504573586801
N2	arsenic1	PC3	-0.49695846172105
CB4856	arsenic2	mean.norm.EXT	-0.330896414281604
CB4856	arsenic2	mean.norm.EXT	-0.266380574388668
CB4856	arsenic2	mean.norm.EXT	-0.135565032141354
CB4856	arsenic2	mean.norm.EXT	-0.433981806487081
CB4856	arsenic2	mean.norm.EXT	-0.376684419259031
CB4856	arsenic2	mean.norm.EXT	-0.0209829747103885
CB4856	arsenic2	mean.norm.EXT	-0.421918960438462
CB4856	arsenic2	mean.norm.EXT	0.0525646001474143
