plate	condition	control	strain	row	col	trait	value
3	albendazole3125	DMSO	DL238	B	2	var.TOF	10094.7392405063
3	albendazole625	DMSO	DL238	B	3	var.TOF	11696.3891027539
3	albendazole125	DMSO	DL238	B	4	var.TOF	7770.379009197
3	albendazole25	DMSO	DL238	B	5	var.TOF	12139.6428035982
3	DMSO	NA	Ju775	B	7	var.TOF	22833.6473717147
3	albendazole625	DMSO	Ju775	B	9	var.TOF	8320.45061688312
3	DMSO	NA	DL238	C	1	var.TOF	16320.0331373227
3	albendazole125	DMSO	N2	C	10	var.TOF	5328.60359801489
3	albendazole25	DMSO	N2	C	11	var.TOF	4673.90581490581
3	albendazole3125	DMSO	DL238	C	2	var.TOF	10677.7933296185
3	albendazole625	DMSO	DL238	C	3	var.TOF	7748.30511089681
3	albendazole125	DMSO	DL238	C	4	var.TOF	8081.14117835586
3	albendazole25	DMSO	DL238	C	5	var.TOF	7542.37431761787
3	DMSO	NA	N2	C	7	var.TOF	27989.4027705782
3	albendazole3125	DMSO	N2	C	8	var.TOF	8590.51898364487
3	albendazole625	DMSO	N2	C	9	var.TOF	8557.2287387086
3	DMSO	NA	Ju775	D	1	var.TOF	10259.8438969765
3	albendazole125	DMSO	CB4856	D	10	var.TOF	10191.7689246366
3	albendazole25	DMSO	CB4856	D	11	var.TOF	3826.0943267259
3	albendazole3125	DMSO	Ju775	D	2	var.TOF	13846.7104500381
3	albendazole625	DMSO	Ju775	D	3	var.TOF	8559.66803995006
3	albendazole125	DMSO	Ju775	D	4	var.TOF	9464.67036820573
3	albendazole25	DMSO	Ju775	D	5	var.TOF	7132.86271929825
3	DMSO	NA	CB4856	D	7	var.TOF	19607.2224634261
3	albendazole3125	DMSO	CB4856	D	8	var.TOF	9334.42541018998
3	albendazole625	DMSO	CB4856	D	9	var.TOF	8554.49773062186
3	DMSO	NA	Ju775	E	1	var.TOF	17003.9044621238
3	albendazole125	DMSO	DL238	E	10	var.TOF	10412.6059113301
3	albendazole25	DMSO	DL238	E	11	var.TOF	13094.7142716438
3	albendazole3125	DMSO	Ju775	E	2	var.TOF	11831.6865671642
3	albendazole625	DMSO	Ju775	E	3	var.TOF	10878.3532467532
3	albendazole25	DMSO	Ju775	E	5	var.TOF	13028.6809269162
3	albendazole3125	DMSO	DL238	E	8	var.TOF	12703.4504834144
3	albendazole625	DMSO	DL238	E	9	var.TOF	9831.13975443836
3	DMSO	NA	CB4856	F	1	var.TOF	15977.4797987469
3	albendazole125	DMSO	N2	F	10	var.TOF	5983.75134737873
3	albendazole25	DMSO	N2	F	11	var.TOF	4598.20327318991
3	albendazole3125	DMSO	CB4856	F	2	var.TOF	13369.3931753966
3	albendazole625	DMSO	CB4856	F	3	var.TOF	7313.2300620547
3	albendazole125	DMSO	CB4856	F	4	var.TOF	7973.16254238511
3	albendazole25	DMSO	CB4856	F	5	var.TOF	7535.93490955705
3	DMSO	NA	N2	F	7	var.TOF	24924.5955098935
3	albendazole3125	DMSO	N2	F	8	var.TOF	7485.51423599025
3	albendazole625	DMSO	N2	F	9	var.TOF	5735.55745614035
3	DMSO	NA	CB4856	G	1	var.TOF	26857.0929843871
3	albendazole125	DMSO	Ju775	G	10	var.TOF	9285.11329113924
3	albendazole25	DMSO	Ju775	G	11	var.TOF	16996.3131443299
3	albendazole3125	DMSO	CB4856	G	2	var.TOF	9576.52518792507
3	albendazole125	DMSO	CB4856	G	4	var.TOF	12558.870216893
3	albendazole25	DMSO	CB4856	G	5	var.TOF	10560.6095423564
3	albendazole625	DMSO	Ju775	G	9	var.TOF	8097.62307954934
3	DMSO	NA	N2	H	1	var.TOF	17273.9156033771
3	albendazole625	DMSO	N2	H	3	var.TOF	6418.2912371134
3	albendazole25	DMSO	N2	H	5	var.TOF	14190.7272727273
3	DMSO	NA	DL238	H	7	var.TOF	17134.1970060726
3	DMSO	NA	N2	A	1	cv.TOF	0.713406355104938
3	albendazole125	DMSO	CB4856	A	10	cv.TOF	0.479998806626226
3	albendazole25	DMSO	CB4856	A	11	cv.TOF	0.617215356700551
3	albendazole3125	DMSO	N2	A	2	cv.TOF	0.481721607128417
3	albendazole625	DMSO	N2	A	3	cv.TOF	0.423378989324112
3	albendazole125	DMSO	N2	A	4	cv.TOF	0.615967743981096
3	albendazole25	DMSO	N2	A	5	cv.TOF	0.805012324833837
3	DMSO	NA	CB4856	A	7	cv.TOF	0.625260643928396
3	albendazole3125	DMSO	CB4856	A	8	cv.TOF	0.497169345270682
3	albendazole625	DMSO	CB4856	A	9	cv.TOF	0.531522487916094
3	DMSO	NA	DL238	B	1	cv.TOF	0.588601997948801
3	albendazole125	DMSO	Ju775	B	10	cv.TOF	0.477221452955131
3	albendazole25	DMSO	Ju775	B	11	cv.TOF	0.468667775473875
3	albendazole3125	DMSO	DL238	B	2	cv.TOF	0.457905491178403
3	albendazole625	DMSO	DL238	B	3	cv.TOF	0.480860267409876
3	albendazole125	DMSO	DL238	B	4	cv.TOF	0.462451536020114
3	albendazole25	DMSO	DL238	B	5	cv.TOF	0.612199333073275
3	DMSO	NA	Ju775	B	7	cv.TOF	0.553067580251291
3	albendazole625	DMSO	Ju775	B	9	cv.TOF	0.406937839810794
3	DMSO	NA	DL238	C	1	cv.TOF	0.559068019075673
3	albendazole125	DMSO	N2	C	10	cv.TOF	0.418553182611722
3	albendazole25	DMSO	N2	C	11	cv.TOF	0.484184434264649
3	albendazole3125	DMSO	DL238	C	2	cv.TOF	0.493992131965392
3	albendazole625	DMSO	DL238	C	3	cv.TOF	0.422040738027002
3	albendazole125	DMSO	DL238	C	4	cv.TOF	0.452790075203704
3	albendazole25	DMSO	DL238	C	5	cv.TOF	0.505545269165368
3	DMSO	NA	N2	C	7	cv.TOF	0.579324735694334
3	albendazole3125	DMSO	N2	C	8	cv.TOF	0.460028788984217
3	albendazole625	DMSO	N2	C	9	cv.TOF	0.472812536621487
3	DMSO	NA	Ju775	D	1	cv.TOF	0.462693384407341
3	albendazole125	DMSO	CB4856	D	10	cv.TOF	0.540866252093787
3	albendazole25	DMSO	CB4856	D	11	cv.TOF	0.416625977617777
3	albendazole3125	DMSO	Ju775	D	2	cv.TOF	0.544799923895868
3	albendazole625	DMSO	Ju775	D	3	cv.TOF	0.467448642239533
3	albendazole125	DMSO	Ju775	D	4	cv.TOF	0.480005495008032
3	albendazole25	DMSO	Ju775	D	5	cv.TOF	0.439542588579071
3	DMSO	NA	CB4856	D	7	cv.TOF	0.552122792477639
3	albendazole3125	DMSO	CB4856	D	8	cv.TOF	0.489054296690631
3	albendazole625	DMSO	CB4856	D	9	cv.TOF	0.46762155924367
3	DMSO	NA	Ju775	E	1	cv.TOF	0.52293621553658
3	albendazole125	DMSO	DL238	E	10	cv.TOF	0.512627558373735
3	albendazole25	DMSO	DL238	E	11	cv.TOF	0.697310937667115
3	albendazole3125	DMSO	Ju775	E	2	cv.TOF	0.438603049912147
3	albendazole625	DMSO	Ju775	E	3	cv.TOF	0.417245062836011
3	albendazole25	DMSO	Ju775	E	5	cv.TOF	0.665444172082459
3	albendazole3125	DMSO	DL238	E	8	cv.TOF	0.490448364442601
3	albendazole625	DMSO	DL238	E	9	cv.TOF	0.470958614764345
3	DMSO	NA	CB4856	F	1	cv.TOF	0.510195548046211
3	albendazole125	DMSO	N2	F	10	cv.TOF	0.435840289286954
3	albendazole25	DMSO	N2	F	11	cv.TOF	0.452913372550664
3	albendazole3125	DMSO	CB4856	F	2	cv.TOF	0.511409376722961
3	albendazole625	DMSO	CB4856	F	3	cv.TOF	0.418298704246261
3	albendazole125	DMSO	CB4856	F	4	cv.TOF	0.512083060047304
3	albendazole25	DMSO	CB4856	F	5	cv.TOF	0.567103742195306
3	DMSO	NA	N2	F	7	cv.TOF	0.5657777844388
3	albendazole3125	DMSO	N2	F	8	cv.TOF	0.457828776722117
3	albendazole625	DMSO	N2	F	9	cv.TOF	0.407945936044828
3	DMSO	NA	CB4856	G	1	cv.TOF	0.613891351628324
3	albendazole125	DMSO	Ju775	G	10	cv.TOF	0.461656690419247
3	albendazole25	DMSO	Ju775	G	11	cv.TOF	0.635184145987121
3	albendazole3125	DMSO	CB4856	G	2	cv.TOF	0.450193841445606
3	albendazole125	DMSO	CB4856	G	4	cv.TOF	0.61210316896893
3	albendazole25	DMSO	CB4856	G	5	cv.TOF	0.646628537202338
3	albendazole625	DMSO	Ju775	G	9	cv.TOF	0.397565055394164
3	DMSO	NA	N2	H	1	cv.TOF	0.548975428321322
3	albendazole625	DMSO	N2	H	3	cv.TOF	0.40870312141847
3	albendazole25	DMSO	N2	H	5	cv.TOF	0.841871653886781
3	DMSO	NA	DL238	H	7	cv.TOF	0.589501778091556
3	DMSO	NA	N2	A	1	iqr.TOF	242
3	albendazole125	DMSO	CB4856	A	10	iqr.TOF	129
3	albendazole25	DMSO	CB4856	A	11	iqr.TOF	89.25
3	albendazole3125	DMSO	N2	A	2	iqr.TOF	146
3	albendazole625	DMSO	N2	A	3	iqr.TOF	133
3	albendazole125	DMSO	N2	A	4	iqr.TOF	130
3	albendazole25	DMSO	N2	A	5	iqr.TOF	87.5
3	DMSO	NA	CB4856	A	7	iqr.TOF	263
3	albendazole3125	DMSO	CB4856	A	8	iqr.TOF	171.5
3	albendazole625	DMSO	CB4856	A	9	iqr.TOF	166.25
3	DMSO	NA	DL238	B	1	iqr.TOF	175
3	albendazole125	DMSO	Ju775	B	10	iqr.TOF	115.5
3	albendazole25	DMSO	Ju775	B	11	iqr.TOF	98.5
3	albendazole3125	DMSO	DL238	B	2	iqr.TOF	144.75
3	albendazole625	DMSO	DL238	B	3	iqr.TOF	125.75
3	albendazole125	DMSO	DL238	B	4	iqr.TOF	89
3	albendazole25	DMSO	DL238	B	5	iqr.TOF	93.75
3	DMSO	NA	Ju775	B	7	iqr.TOF	223.25
3	albendazole625	DMSO	Ju775	B	9	iqr.TOF	137.25
3	DMSO	NA	DL238	C	1	iqr.TOF	157.5
3	albendazole125	DMSO	N2	C	10	iqr.TOF	112.25
3	albendazole25	DMSO	N2	C	11	iqr.TOF	77.5
3	albendazole3125	DMSO	DL238	C	2	iqr.TOF	141
3	albendazole625	DMSO	DL238	C	3	iqr.TOF	113
3	albendazole125	DMSO	DL238	C	4	iqr.TOF	114.25
3	albendazole25	DMSO	DL238	C	5	iqr.TOF	99.25
3	DMSO	NA	N2	C	7	iqr.TOF	240
3	albendazole3125	DMSO	N2	C	8	iqr.TOF	128
3	albendazole625	DMSO	N2	C	9	iqr.TOF	95
3	DMSO	NA	Ju775	D	1	iqr.TOF	140.5
3	albendazole125	DMSO	CB4856	D	10	iqr.TOF	142
3	albendazole25	DMSO	CB4856	D	11	iqr.TOF	76
3	albendazole3125	DMSO	Ju775	D	2	iqr.TOF	144.5
3	albendazole625	DMSO	Ju775	D	3	iqr.TOF	128
3	albendazole125	DMSO	Ju775	D	4	iqr.TOF	102
3	albendazole25	DMSO	Ju775	D	5	iqr.TOF	99.75
3	DMSO	NA	CB4856	D	7	iqr.TOF	200
3	albendazole3125	DMSO	CB4856	D	8	iqr.TOF	131
3	albendazole625	DMSO	CB4856	D	9	iqr.TOF	128
3	DMSO	NA	Ju775	E	1	iqr.TOF	165
3	albendazole125	DMSO	DL238	E	10	iqr.TOF	104
3	albendazole25	DMSO	DL238	E	11	iqr.TOF	88
3	albendazole3125	DMSO	Ju775	E	2	iqr.TOF	121.5
3	albendazole625	DMSO	Ju775	E	3	iqr.TOF	112.75
3	albendazole25	DMSO	Ju775	E	5	iqr.TOF	161.75
3	albendazole3125	DMSO	DL238	E	8	iqr.TOF	138.75
3	albendazole625	DMSO	DL238	E	9	iqr.TOF	129.5
3	DMSO	NA	CB4856	F	1	iqr.TOF	191.25
3	albendazole125	DMSO	N2	F	10	iqr.TOF	109
3	albendazole25	DMSO	N2	F	11	iqr.TOF	81.25
3	albendazole3125	DMSO	CB4856	F	2	iqr.TOF	133
3	albendazole625	DMSO	CB4856	F	3	iqr.TOF	130
3	albendazole125	DMSO	CB4856	F	4	iqr.TOF	121
3	albendazole25	DMSO	CB4856	F	5	iqr.TOF	95
3	DMSO	NA	N2	F	7	iqr.TOF	209
3	albendazole3125	DMSO	N2	F	8	iqr.TOF	103.75
3	albendazole625	DMSO	N2	F	9	iqr.TOF	121.5
3	DMSO	NA	CB4856	G	1	iqr.TOF	221
3	albendazole125	DMSO	Ju775	G	10	iqr.TOF	133.5
3	albendazole25	DMSO	Ju775	G	11	iqr.TOF	124
3	albendazole3125	DMSO	CB4856	G	2	iqr.TOF	138.75
3	albendazole125	DMSO	CB4856	G	4	iqr.TOF	117.5
3	albendazole25	DMSO	CB4856	G	5	iqr.TOF	85.5
3	albendazole625	DMSO	Ju775	G	9	iqr.TOF	131
3	DMSO	NA	N2	H	1	iqr.TOF	217.75
3	albendazole625	DMSO	N2	H	3	iqr.TOF	122
3	albendazole25	DMSO	N2	H	5	iqr.TOF	83
3	DMSO	NA	DL238	H	7	iqr.TOF	143
3	DMSO	NA	N2	A	1	var.EXT	299339.918006952
3	albendazole125	DMSO	CB4856	A	10	var.EXT	48377.3526300494
3	albendazole25	DMSO	CB4856	A	11	var.EXT	100793.114221364
3	albendazole3125	DMSO	N2	A	2	var.EXT	128906.140748434
3	albendazole625	DMSO	N2	A	3	var.EXT	53823.2797599563
3	albendazole125	DMSO	N2	A	4	var.EXT	183601.607577654
3	albendazole25	DMSO	N2	A	5	var.EXT	358905.541116887
3	DMSO	NA	CB4856	A	7	var.EXT	315608.662021238
3	albendazole3125	DMSO	CB4856	A	8	var.EXT	165893.860145528
3	albendazole625	DMSO	CB4856	A	9	var.EXT	223842.292505814
3	DMSO	NA	DL238	B	1	var.EXT	262508.189640769
3	albendazole125	DMSO	Ju775	B	10	var.EXT	156510.252005065
3	albendazole25	DMSO	Ju775	B	11	var.EXT	96261.460304159
3	albendazole3125	DMSO	DL238	B	2	var.EXT	136146.478481013
3	albendazole625	DMSO	DL238	B	3	var.EXT	245734.036634375
3	albendazole125	DMSO	DL238	B	4	var.EXT	101937.898195378
3	albendazole25	DMSO	DL238	B	5	var.EXT	220482.924362819
3	DMSO	NA	Ju775	B	7	var.EXT	311388.734895893
3	albendazole625	DMSO	Ju775	B	9	var.EXT	111189.654512987
3	DMSO	NA	DL238	C	1	var.EXT	227231.960567278
3	albendazole125	DMSO	N2	C	10	var.EXT	41956.7052109181
3	albendazole25	DMSO	N2	C	11	var.EXT	36070.8414414414
3	albendazole3125	DMSO	DL238	C	2	var.EXT	161529.843804416
3	albendazole625	DMSO	DL238	C	3	var.EXT	102863.968756027
3	albendazole125	DMSO	DL238	C	4	var.EXT	157572.679477592
3	albendazole25	DMSO	DL238	C	5	var.EXT	73206.5184449958
3	DMSO	NA	N2	C	7	var.EXT	389808.518866744
3	albendazole3125	DMSO	N2	C	8	var.EXT	79359.568944704
3	albendazole625	DMSO	N2	C	9	var.EXT	108686.164034794
3	DMSO	NA	Ju775	D	1	var.EXT	94340.2232922732
3	albendazole125	DMSO	CB4856	D	10	var.EXT	109200.049893176
3	albendazole25	DMSO	CB4856	D	11	var.EXT	38076.8086124402
3	albendazole3125	DMSO	Ju775	D	2	var.EXT	177969.969183829
3	albendazole625	DMSO	Ju775	D	3	var.EXT	67091.3833957553
3	albendazole125	DMSO	Ju775	D	4	var.EXT	196510.390414962
3	albendazole25	DMSO	Ju775	D	5	var.EXT	104173.073245614
3	DMSO	NA	CB4856	D	7	var.EXT	197921.815384615
3	albendazole3125	DMSO	CB4856	D	8	var.EXT	102695.514896373
3	albendazole625	DMSO	CB4856	D	9	var.EXT	79327.1636604774
3	DMSO	NA	Ju775	E	1	var.EXT	227114.497105961
3	albendazole125	DMSO	DL238	E	10	var.EXT	172373.666666667
3	albendazole25	DMSO	DL238	E	11	var.EXT	130015.177779966
3	albendazole3125	DMSO	Ju775	E	2	var.EXT	118542.281370923
3	albendazole625	DMSO	Ju775	E	3	var.EXT	173995.301982228
3	albendazole25	DMSO	Ju775	E	5	var.EXT	292431.458110517
3	albendazole3125	DMSO	DL238	E	8	var.EXT	182246.334490679
3	albendazole625	DMSO	DL238	E	9	var.EXT	159665.972274764
3	DMSO	NA	CB4856	F	1	var.EXT	147819.747560281
3	albendazole125	DMSO	N2	F	10	var.EXT	46859.510044096
3	albendazole25	DMSO	N2	F	11	var.EXT	38822.4365024289
3	albendazole3125	DMSO	CB4856	F	2	var.EXT	201440.692588568
3	albendazole625	DMSO	CB4856	F	3	var.EXT	59049.9907301004
3	albendazole125	DMSO	CB4856	F	4	var.EXT	53963.0918404155
3	albendazole25	DMSO	CB4856	F	5	var.EXT	111714.87409201
3	DMSO	NA	N2	F	7	var.EXT	311711.151065449
3	albendazole3125	DMSO	N2	F	8	var.EXT	69897.3626522799
3	albendazole625	DMSO	N2	F	9	var.EXT	46699.4206140351
3	DMSO	NA	CB4856	G	1	var.EXT	296557.440972647
3	albendazole125	DMSO	Ju775	G	10	var.EXT	87135.0492088607
3	albendazole25	DMSO	Ju775	G	11	var.EXT	216358.156142612
3	albendazole3125	DMSO	CB4856	G	2	var.EXT	109391.311836296
3	albendazole125	DMSO	CB4856	G	4	var.EXT	161375.453006524
3	albendazole25	DMSO	CB4856	G	5	var.EXT	166322.063940279
3	albendazole625	DMSO	Ju775	G	9	var.EXT	104074.885528947
3	DMSO	NA	N2	H	1	var.EXT	180583.25071415
3	albendazole625	DMSO	N2	H	3	var.EXT	48740.3692010309
3	albendazole25	DMSO	N2	H	5	var.EXT	251232.779220779
3	DMSO	NA	DL238	H	7	var.EXT	172276.807513063
3	DMSO	NA	N2	A	1	cv.EXT	1.00474861308279
3	albendazole125	DMSO	CB4856	A	10	cv.EXT	0.661574197400875
3	albendazole25	DMSO	CB4856	A	11	cv.EXT	1.09779818038825
3	albendazole3125	DMSO	N2	A	2	cv.EXT	0.782822852381761
3	albendazole625	DMSO	N2	A	3	cv.EXT	0.584792663463444
3	albendazole125	DMSO	N2	A	4	cv.EXT	1.15254049473627
3	albendazole25	DMSO	N2	A	5	cv.EXT	1.84095067258833
3	DMSO	NA	CB4856	A	7	cv.EXT	0.912222389144922
3	albendazole3125	DMSO	CB4856	A	8	cv.EXT	0.802817019087292
3	albendazole625	DMSO	CB4856	A	9	cv.EXT	0.964713297573295
3	DMSO	NA	DL238	B	1	cv.EXT	0.961304219437384
3	albendazole125	DMSO	Ju775	B	10	cv.EXT	0.842198872875349
3	albendazole25	DMSO	Ju775	B	11	cv.EXT	0.794712847031681
3	albendazole3125	DMSO	DL238	B	2	cv.EXT	0.781308428025976
3	albendazole625	DMSO	DL238	B	3	cv.EXT	0.950758648368107
3	albendazole125	DMSO	DL238	B	4	cv.EXT	0.8123647187995
3	albendazole25	DMSO	DL238	B	5	cv.EXT	1.29203944242564
3	DMSO	NA	Ju775	B	7	cv.EXT	0.85966342763221
3	albendazole625	DMSO	Ju775	B	9	cv.EXT	0.629807995681952
3	DMSO	NA	DL238	C	1	cv.EXT	1.01709184280376
3	albendazole125	DMSO	N2	C	10	cv.EXT	0.635445334682514
3	albendazole25	DMSO	N2	C	11	cv.EXT	0.801150752868422
3	albendazole3125	DMSO	DL238	C	2	cv.EXT	0.881278053018621
3	albendazole625	DMSO	DL238	C	3	cv.EXT	0.68848096324416
3	albendazole125	DMSO	DL238	C	4	cv.EXT	0.929422079062306
3	albendazole25	DMSO	DL238	C	5	cv.EXT	0.878757013826895
3	DMSO	NA	N2	C	7	cv.EXT	0.905861045832218
3	albendazole3125	DMSO	N2	C	8	cv.EXT	0.698596029241588
3	albendazole625	DMSO	N2	C	9	cv.EXT	0.819864414188076
3	DMSO	NA	Ju775	D	1	cv.EXT	0.666859652147867
3	albendazole125	DMSO	CB4856	D	10	cv.EXT	0.912132359360781
3	albendazole25	DMSO	CB4856	D	11	cv.EXT	0.748156420757937
3	albendazole3125	DMSO	Ju775	D	2	cv.EXT	0.81733342550563
3	albendazole625	DMSO	Ju775	D	3	cv.EXT	0.606809589376907
3	albendazole125	DMSO	Ju775	D	4	cv.EXT	0.990509394709118
3	albendazole25	DMSO	Ju775	D	5	cv.EXT	0.729638288462176
3	DMSO	NA	CB4856	D	7	cv.EXT	0.807412063744256
3	albendazole3125	DMSO	CB4856	D	8	cv.EXT	0.778230012440559
3	albendazole625	DMSO	CB4856	D	9	cv.EXT	0.677400772283785
3	DMSO	NA	Ju775	E	1	cv.EXT	0.902753897400551
3	albendazole125	DMSO	DL238	E	10	cv.EXT	0.998506680684637
3	albendazole25	DMSO	DL238	E	11	cv.EXT	1.18829261121415
3	albendazole3125	DMSO	Ju775	E	2	cv.EXT	0.584072117344315
3	albendazole625	DMSO	Ju775	E	3	cv.EXT	0.707886948835206
3	albendazole25	DMSO	Ju775	E	5	cv.EXT	1.30379782305077
3	albendazole3125	DMSO	DL238	E	8	cv.EXT	0.828623074549437
3	albendazole625	DMSO	DL238	E	9	cv.EXT	0.872612966260867
3	DMSO	NA	CB4856	F	1	cv.EXT	0.764783592948733
3	albendazole125	DMSO	N2	F	10	cv.EXT	0.717016822057666
3	albendazole25	DMSO	N2	F	11	cv.EXT	0.801692287151664
3	albendazole3125	DMSO	CB4856	F	2	cv.EXT	0.908656660891597
3	albendazole625	DMSO	CB4856	F	3	cv.EXT	0.591107666410404
3	albendazole125	DMSO	CB4856	F	4	cv.EXT	0.756218884438059
3	albendazole25	DMSO	CB4856	F	5	cv.EXT	1.20415041478993
3	DMSO	NA	N2	F	7	cv.EXT	0.962673349180436
3	albendazole3125	DMSO	N2	F	8	cv.EXT	0.74250856440049
3	albendazole625	DMSO	N2	F	9	cv.EXT	0.597616142807169
3	DMSO	NA	CB4856	G	1	cv.EXT	0.891350317233168
3	albendazole125	DMSO	Ju775	G	10	cv.EXT	0.639156554311587
3	albendazole25	DMSO	Ju775	G	11	cv.EXT	1.01336102307353
3	albendazole3125	DMSO	CB4856	G	2	cv.EXT	0.732655818670217
3	albendazole125	DMSO	CB4856	G	4	cv.EXT	1.12120335859601
3	albendazole25	DMSO	CB4856	G	5	cv.EXT	1.25489817367275
3	albendazole625	DMSO	Ju775	G	9	cv.EXT	0.61754203763332
3	DMSO	NA	N2	H	1	cv.EXT	0.90433457316355
3	albendazole625	DMSO	N2	H	3	cv.EXT	0.594000457068909
3	albendazole25	DMSO	N2	H	5	cv.EXT	1.74732014067818
3	DMSO	NA	DL238	H	7	cv.EXT	0.97548553561653
3	DMSO	NA	N2	A	1	iqr.EXT	629
3	albendazole125	DMSO	CB4856	A	10	iqr.EXT	299.75
3	albendazole25	DMSO	CB4856	A	11	iqr.EXT	211
3	albendazole3125	DMSO	N2	A	2	iqr.EXT	386
3	albendazole625	DMSO	N2	A	3	iqr.EXT	312.5
3	albendazole125	DMSO	N2	A	4	iqr.EXT	281.5
3	albendazole25	DMSO	N2	A	5	iqr.EXT	175.5
3	DMSO	NA	CB4856	A	7	iqr.EXT	713.25
3	albendazole3125	DMSO	CB4856	A	8	iqr.EXT	396
3	albendazole625	DMSO	CB4856	A	9	iqr.EXT	397
3	DMSO	NA	DL238	B	1	iqr.EXT	509.5
3	albendazole125	DMSO	Ju775	B	10	iqr.EXT	361.5
3	albendazole25	DMSO	Ju775	B	11	iqr.EXT	260.25
3	albendazole3125	DMSO	DL238	B	2	iqr.EXT	417.75
3	albendazole625	DMSO	DL238	B	3	iqr.EXT	440.5
3	albendazole125	DMSO	DL238	B	4	iqr.EXT	251.25
3	albendazole25	DMSO	DL238	B	5	iqr.EXT	259
3	DMSO	NA	Ju775	B	7	iqr.EXT	634
3	albendazole625	DMSO	Ju775	B	9	iqr.EXT	474.5
3	DMSO	NA	DL238	C	1	iqr.EXT	401
3	albendazole125	DMSO	N2	C	10	iqr.EXT	263.5
3	albendazole25	DMSO	N2	C	11	iqr.EXT	175
3	albendazole3125	DMSO	DL238	C	2	iqr.EXT	334.25
3	albendazole625	DMSO	DL238	C	3	iqr.EXT	353.5
3	albendazole125	DMSO	DL238	C	4	iqr.EXT	304.5
3	albendazole25	DMSO	DL238	C	5	iqr.EXT	249.25
3	DMSO	NA	N2	C	7	iqr.EXT	729
3	albendazole3125	DMSO	N2	C	8	iqr.EXT	301
3	albendazole625	DMSO	N2	C	9	iqr.EXT	269
3	DMSO	NA	Ju775	D	1	iqr.EXT	350.5
3	albendazole125	DMSO	CB4856	D	10	iqr.EXT	324.5
3	albendazole25	DMSO	CB4856	D	11	iqr.EXT	161
3	albendazole3125	DMSO	Ju775	D	2	iqr.EXT	389.5
3	albendazole625	DMSO	Ju775	D	3	iqr.EXT	390
3	albendazole125	DMSO	Ju775	D	4	iqr.EXT	265.5
3	albendazole25	DMSO	Ju775	D	5	iqr.EXT	271.25
3	DMSO	NA	CB4856	D	7	iqr.EXT	603
3	albendazole3125	DMSO	CB4856	D	8	iqr.EXT	356
3	albendazole625	DMSO	CB4856	D	9	iqr.EXT	313
3	DMSO	NA	Ju775	E	1	iqr.EXT	470
3	albendazole125	DMSO	DL238	E	10	iqr.EXT	263.5
3	albendazole25	DMSO	DL238	E	11	iqr.EXT	202
3	albendazole3125	DMSO	Ju775	E	2	iqr.EXT	420.5
3	albendazole625	DMSO	Ju775	E	3	iqr.EXT	415
3	albendazole25	DMSO	Ju775	E	5	iqr.EXT	358
3	albendazole3125	DMSO	DL238	E	8	iqr.EXT	382.25
3	albendazole625	DMSO	DL238	E	9	iqr.EXT	378
3	DMSO	NA	CB4856	F	1	iqr.EXT	498.25
3	albendazole125	DMSO	N2	F	10	iqr.EXT	222
3	albendazole25	DMSO	N2	F	11	iqr.EXT	158.75
3	albendazole3125	DMSO	CB4856	F	2	iqr.EXT	343.5
3	albendazole625	DMSO	CB4856	F	3	iqr.EXT	313
3	albendazole125	DMSO	CB4856	F	4	iqr.EXT	245.5
3	albendazole25	DMSO	CB4856	F	5	iqr.EXT	178.5
3	DMSO	NA	N2	F	7	iqr.EXT	485
3	albendazole3125	DMSO	N2	F	8	iqr.EXT	258.75
3	albendazole625	DMSO	N2	F	9	iqr.EXT	290.5
3	DMSO	NA	CB4856	G	1	iqr.EXT	720.75
3	albendazole125	DMSO	Ju775	G	10	iqr.EXT	349.5
3	albendazole25	DMSO	Ju775	G	11	iqr.EXT	373
3	albendazole3125	DMSO	CB4856	G	2	iqr.EXT	397
3	albendazole125	DMSO	CB4856	G	4	iqr.EXT	268.5
3	albendazole25	DMSO	CB4856	G	5	iqr.EXT	215.5
3	albendazole625	DMSO	Ju775	G	9	iqr.EXT	372
3	DMSO	NA	N2	H	1	iqr.EXT	471.75
3	albendazole625	DMSO	N2	H	3	iqr.EXT	336
3	albendazole25	DMSO	N2	H	5	iqr.EXT	180.25
3	DMSO	NA	DL238	H	7	iqr.EXT	362.5
3	DMSO	NA	N2	A	1	var.red	691.546365028868
3	albendazole125	DMSO	CB4856	A	10	var.red	171.077244986922
3	albendazole25	DMSO	CB4856	A	11	var.red	444.272763835264
3	albendazole3125	DMSO	N2	A	2	var.red	601.472775627105
3	albendazole625	DMSO	N2	A	3	var.red	143.452736861247
3	albendazole125	DMSO	N2	A	4	var.red	1115.75910228695
3	albendazole25	DMSO	N2	A	5	var.red	2790.24723443956
3	DMSO	NA	CB4856	A	7	var.red	727.053573559242
3	albendazole3125	DMSO	CB4856	A	8	var.red	521.102892143319
3	albendazole625	DMSO	CB4856	A	9	var.red	905.98475275328
3	DMSO	NA	DL238	B	1	var.red	1044.45530492899
3	albendazole125	DMSO	Ju775	B	10	var.red	842.833732001313
3	albendazole25	DMSO	Ju775	B	11	var.red	738.276225946617
3	albendazole3125	DMSO	DL238	B	2	var.red	1021.86976090014
3	albendazole625	DMSO	DL238	B	3	var.red	1816.18461017809
3	albendazole125	DMSO	DL238	B	4	var.red	809.961724244531
3	albendazole25	DMSO	DL238	B	5	var.red	1726.52856071964
